sample_id,longitude,latitude,parcel_id,crop_type,N_mg_kg,P_mg_kg,K_mg_kg,SOC_percent,pH,easting,northing,B02,B03,B04,B08,B11,B12,sand,clay,silt,bulk_density,NDVI,EVI,NDRE
SAMP_0012,76.10112549882759,27.17721396996691,PARCEL_002,wheat,101.6,54.76,75.06,1.16,6.52,609080.5401157546,3006542.3509696154,0.08476774394512177,0.14518952369689941,0.16536138951778412,0.4107580780982971,0.20281203091144562,0.14337444305419922,39.04661560058594,31.515790939331055,29.437591552734375,1.4112480878829956,0.42594757229075664,0.34716088393312405,0.4776863027088469
SAMP_0013,76.01496802610546,27.187767817001653,PARCEL_001,rice,90.98,49.41,74.15,1.08,6.42,600535.5343969507,3007639.4239279376,0.08382731676101685,0.14342620968818665,0.16604465246200562,0.4037048816680908,0.2129822075366974,0.15557865798473358,44.64021682739258,27.956226348876953,27.403560638427734,1.4519288539886475,0.4171310636856404,0.335438002382782,0.4757153744173122
SAMP_0014,76.06056418575953,27.12637038462528,UNASSIGNED,maize,123.64,60.07,80.73,1.35,6.02,605109.7303704733,3000875.640312652,0.1006937026977539,0.17505067586898804,0.1429622620344162,0.5302027463912964,0.19029907882213593,0.1283589005470276,32.16449737548828,35.895320892333984,31.94017791748047,1.3611963987350464,0.5752534363936925,0.5929182352701853,0.5035807828965545
SAMP_0015,76.0885682796675,27.20103479284032,PARCEL_002,wheat,100.42,52.57,83.44,1.16,6.82,607813.5886548689,3009170.2175514936,0.08749207109212875,0.1502976417541504,0.16294527053833008,0.431190550327301,0.20872752368450165,0.15047302842140198,42.300140380859375,29.44536590576172,28.254493713378906,1.4349101781845093,0.45148814524959757,0.3826234099002517,0.4830586629243278
SAMP_0016,76.07039741024131,27.20215255890825,PARCEL_002,wheat,97.28,54.67,84.81,1.16,5.69,606012.7346014646,3009278.53445456,0.08809856325387955,0.15143480896949768,0.16232143342494965,0.4357392489910126,0.2026217132806778,0.1431460678577423,38.94194412231445,31.582399368286133,29.475658416748047,1.4104869365692139,0.4571740353529808,0.39083615482693795,0.48419107787053406
SAMP_0017,76.07998949191112,27.167570886081172,PARCEL_005,rice,114.21,57.04,78.19,1.29,6.02,606995.7978568864,3005455.9470579955,0.0968794971704483,0.16789907217025757,0.15004099905490875,0.5015962719917297,0.1947804093360901,0.1337364912033081,34.62922668457031,34.32685852050781,31.043914794921875,1.3791216611862183,0.5394953428188114,0.524632300358202,0.4984309491190915
SAMP_0018,76.04057725497763,27.128402361967353,PARCEL_003,maize,93.35,48.44,80.58,1.1,6.17,603126.8846135361,3001084.162841659,0.08310746401548386,0.1420764923095703,0.1665138304233551,0.3983060121536255,0.2076738029718399,0.14920857548713684,41.72058868408203,29.81416893005371,28.465240478515625,1.4306952953338623,0.41038250475182075,0.3266366058206348,0.4741632412740453
SAMP_0019,76.09763078236831,27.15074392633751,PARCEL_004,cotton,147.35,68.84,97.58,1.68,5.89,608759.9671026169,3003607.1311087566,0.11894664168357849,0.20927496254444122,0.09688260406255722,0.6670998334884644,0.1659979522228241,0.09919755905866623,18.79888153076172,44.40071105957031,36.80040740966797,1.2639918327331543,0.7463747874280499,1.0510562933464997,0.5224076194528454
SAMP_0020,76.07892353114859,27.12449931812766,PARCEL_004,cotton,90.95,44.15,78.04,1.03,6.15,606931.1820505796,3000683.8697193037,0.08025345206260681,0.13672521710395813,0.16790077090263367,0.37690091133117676,0.21125325560569763,0.1535039097070694,43.68928909301758,28.56136131286621,27.749347686767578,1.4450130462646484,0.38362609229030853,0.2931435082166138,0.46760801472261954
SAMP_0021,76.06390433452927,27.188021090334995,UNASSIGNED,rice,132.31,61.42,85.72,1.53,6.22,605382.8993121018,3007707.666288053,0.10540972650051117,0.18389323353767395,0.13289542496204376,0.56557297706604,0.18267515301704407,0.11921020597219467,27.97134017944336,38.563690185546875,33.464969635009766,1.3307006359100342,0.6194661789247258,0.6879373854113865,0.5092687810714154
SAMP_0022,76.02709005900623,27.14012177777548,PARCEL_003,maize,95.51,46.0,73.65,1.0,6.44,601779.5304284133,3002371.343883189,0.08083898574113846,0.13782310485839844,0.167679101228714,0.3812924027442932,0.21898342669010162,0.16278012096881866,47.94089126586914,25.855798721313477,26.203311920166016,1.4759337902069092,0.389115464044346,0.29983766467407125,0.4690079458620904
SAMP_0023,76.04803360614758,27.13471231389839,PARCEL_003,maize,78.15,50.04,73.46,1.04,6.49,603860.066840464,3001789.2725981455,0.07700277864933014,0.13063021004199982,0.1685160994529724,0.3525208830833435,0.21896398067474365,0.1627567708492279,47.9301872253418,25.86260986328125,26.207202911376953,1.4758559465408325,0.3531511002053412,0.25755155056651735,0.4592573134958816
SAMP_0024,76.0757802173527,27.179727970528347,PARCEL_002,wheat,114.57,54.36,85.15,1.22,6.43,606567.2025355967,3006799.0458607627,0.09145303070545197,0.15772442519664764,0.1583295613527298,0.4608977138996124,0.2039770483970642,0.144772469997406,39.6873779296875,31.1080322265625,29.20458984375,1.4159082174301147,0.48862213380956554,0.43851032630123044,0.4900783039318123
SAMP_0025,76.05418806192154,27.127735584229175,PARCEL_003,maize,112.66,58.26,93.07,1.36,6.13,604476.4985698068,3001021.5482540894,0.0953364148736,0.16500577330589294,0.15261797606945038,0.49002310633659363,0.19611646234989166,0.13533976674079895,35.364051818847656,33.85923767089844,30.776710510253906,1.3844658136367798,0.5250288839361167,0.49891104785993534,0.4961877913048574
SAMP_0026,76.05362939434322,27.143880265247237,PARCEL_003,maize,69.69,39.57,65.68,0.96,6.84,604406.1259399997,3002809.4681016416,0.07321449369192123,0.1235271766781807,0.1678461879491806,0.32410871982574463,0.22550907731056213,0.17061090469360352,51.52999496459961,23.571823120117188,24.898181915283203,1.5020363330841064,0.31763588371000834,0.21921403954056398,0.4480908361329441
SAMP_0027,76.07051288236896,27.16436690953528,PARCEL_005,rice,100.45,55.28,73.51,1.21,6.03,606059.9028062231,3005092.98606094,0.08664889633655548,0.14871668815612793,0.163761168718338,0.42486676573753357,0.2045765221118927,0.1454918384552002,40.01708984375,30.898216247558594,29.084693908691406,1.4183061122894287,0.4435834280623496,0.37140204153041473,0.4814470775033933
SAMP_0028,76.06138239770877,27.203835171441707,UNASSIGNED,wheat,108.54,56.27,63.66,1.29,6.29,605118.2441829892,3009457.329063382,0.09061834216117859,0.1561594009399414,0.1594068855047226,0.4546375870704651,0.20806938409805298,0.14968326687812805,41.93816375732422,29.67571449279785,28.386123657226562,1.4322775602340698,0.48079693695083703,0.42627881145481733,0.4886700360176602
SAMP_0029,76.07319415961106,27.134787365063456,PARCEL_004,cotton,101.63,50.37,95.17,1.15,6.22,606353.5746373845,3001818.6411138503,0.09025262296199799,0.15547367930412292,0.15986159443855286,0.45189470052719116,0.2010670006275177,0.141280397772789,38.08684539794922,32.126548767089844,29.786605834960938,1.4042680263519287,0.47736837118282704,0.4209984809734669,0.48804157586437735
SAMP_0030,76.06894644930377,27.15943764322255,PARCEL_005,rice,92.73,51.97,85.62,1.12,6.19,605909.350580642,3004545.6329983887,0.08548350632190704,0.1465315818786621,0.16478882730007172,0.4161263108253479,0.2043842375278473,0.14526109397411346,39.91133117675781,30.965517044067383,29.123153686523438,1.417536973953247,0.43265783077426434,0.35625784454437326,0.4791450230104706
SAMP_0031,76.08761091503087,27.171637682931095,PARCEL_002,wheat,113.12,46.76,95.31,1.25,6.55,607747.0087714941,3005912.963385645,0.09198455512523651,0.15872104465961456,0.15761521458625793,0.4648841917514801,0.20016813278198242,0.14020176231861115,37.592472076416016,32.44115447998047,29.966373443603516,1.4006725549697876,0.49360525333338695,0.44643245179779756,0.4909566649149108
SAMP_0032,76.06146527278699,27.13087563972825,UNASSIGNED,maize,117.58,57.59,73.29,1.31,6.15,605194.8243715442,3001375.4524472584,0.09757820516824722,0.16920913755893707,0.1488187611103058,0.5068365335464478,0.19356651604175568,0.13227981328964233,33.96158218383789,34.7517204284668,31.286693572998047,1.3742660284042358,0.5460457276160184,0.5366255113002834,0.49941506974738087
SAMP_0033,76.0967572338905,27.146160151275055,PARCEL_004,cotton,125.93,64.63,104.3,1.41,5.72,608677.8399272775,3003098.6139248777,0.10974179208278656,0.1920158565044403,0.1224605143070221,0.5980634689331055,0.17399758100509644,0.1087970957159996,23.198665618896484,41.60084915161133,35.20048522949219,1.2959903478622437,0.660079283533828,0.7875456589302126,0.5139327145458414
SAMP_0034,76.04355666646909,27.18167000851003,PARCEL_001,rice,106.99,55.87,95.8,1.23,6.16,603373.1248008978,3006987.1991171674,0.09013400971889496,0.15525127947330475,0.1600068062543869,0.45100513100624084,0.19852015376091003,0.13822419941425323,36.68608856201172,33.0179443359375,30.29596710205078,1.394080638885498,0.47625636588459697,0.41929606022970944,0.4878362462163433
SAMP_0035,76.02264786385668,27.168012430018617,UNASSIGNED,cotton,88.0,46.02,77.31,1.02,6.51,601314.1341434381,3005457.2545763683,0.08030447363853455,0.13682088255882263,0.1678827852010727,0.3772835433483124,0.21834294497966766,0.1620115339756012,47.588619232177734,26.079971313476562,26.331409454345703,1.4733717441558838,0.38410434977601643,0.29372320259729984,0.4677311625263572
SAMP_0036,76.04196170058954,27.191250943370303,PARCEL_001,rice,124.64,67.3,83.98,1.48,6.19,603206.3005097257,3008047.1931354855,0.10467016696929932,0.18250656127929688,0.1345658004283905,0.5600262880325317,0.1866106241941452,0.12393275648355484,30.135845184326172,37.186279296875,32.67787551879883,1.346442461013794,0.612532873138358,0.6721781398950889,0.50842158310318
SAMP_0037,76.02480661123941,27.170395539936084,PARCEL_001,rice,88.05,44.32,83.01,1.04,6.24,601525.8592567721,3005722.982163212,0.07684853672981262,0.13034100830554962,0.16851867735385895,0.3513640761375427,0.21559248864650726,0.15871098637580872,46.075870513916016,27.04262924194336,26.88149642944336,1.4623699188232422,0.35170506725937745,0.25592654188659136,0.4588348243978403
SAMP_0038,76.08941307371785,27.13775439597752,PARCEL_004,cotton,121.8,61.74,99.96,1.33,6.2,607958.1319367691,3002161.1456294865,0.09992723166942596,0.1736135482788086,0.14446356892585754,0.5244542360305786,0.1870473325252533,0.12445681542158127,30.376039505004883,37.03343200683594,32.59053039550781,1.348189353942871,0.5680678018870619,0.5786255470921211,0.5025882810203939
SAMP_0039,76.01873862752693,27.173297288751815,PARCEL_001,rice,94.91,51.81,75.38,1.17,6.17,600922.0668745026,3006039.5190535267,0.08348465710878372,0.1427837312221527,0.16627387702465057,0.4011349380016327,0.20664234459400177,0.14797082543373108,41.153289794921875,30.17517852783203,28.671531677246094,1.4265694618225098,0.4139185975919373,0.3312300121361094,0.47498131871106286
SAMP_0040,76.07157903053042,27.194958261764437,PARCEL_002,wheat,104.59,52.79,92.83,1.19,5.92,606136.5843348027,3008482.5957962177,0.09049900621175766,0.1559356451034546,0.15955643355846405,0.4537425637245178,0.20359265804290771,0.14431120455265045,39.47596740722656,31.24256706237793,29.281463623046875,1.4143706560134888,0.47967815285749366,0.4245505570137486,0.48846574194206244
SAMP_0041,76.06414343310196,27.164940021019824,PARCEL_005,rice,90.1,52.39,85.27,1.09,6.22,605428.2754032731,3005151.103500383,0.08344416320323944,0.14270779490470886,0.16630025207996368,0.4008312225341797,0.20735305547714233,0.14882367849349976,41.54418182373047,29.926429748535156,28.529388427734375,1.4294122457504272,0.41353897808930945,0.3307349539702405,0.4748940174446488
SAMP_0042,76.0889078605851,27.17363468276905,PARCEL_002,wheat,94.9,51.49,84.46,1.14,6.29,607873.5829610301,3006135.2930221376,0.08904601633548737,0.1532112956047058,0.16128595173358917,0.4428451657295227,0.21141380071640015,0.15369656682014465,43.777591705322266,28.505168914794922,27.717235565185547,1.4456552267074585,0.46605646664629136,0.403908688797782,0.4859168365971452
SAMP_0043,76.03246793940097,27.16422366414276,UNASSIGNED,maize,79.34,44.62,62.75,0.95,6.44,602290.5278571089,3005045.5320580075,0.07426637411117554,0.12549945712089539,0.16818827390670776,0.3319978415966034,0.21500201523303986,0.15800242125988007,45.75110626220703,27.249296188354492,26.999595642089844,1.4600080251693726,0.32749723075592096,0.2295370812998708,0.4513652540781869
SAMP_0044,76.09254432228306,27.196641337243076,PARCEL_002,wheat,69.31,45.83,70.95,0.91,6.68,608211.6527221198,3008686.9631892797,0.06971721351146698,0.11696977913379669,0.16580049693584442,0.297879159450531,0.22061239182949066,0.1647348701953888,48.83681106567383,25.285663604736328,25.87752914428711,1.4824495315551758,0.2848489483968819,0.18657254444379673,0.43608495404155473
SAMP_0045,76.0462685441397,27.156666597304746,PARCEL_003,maize,56.39,38.29,33.46,0.8,6.97,603664.8737548888,3004219.7419000813,0.0603833869099617,0.09946884959936142,0.15275932848453522,0.22787541151046753,0.24232704937458038,0.19079245626926422,60.779876708984375,17.68553352355957,21.534591674804688,1.5693081617355347,0.1973442650739617,0.11101625350820604,0.39226764347649207
SAMP_0046,76.08296521931524,27.16631363655561,UNASSIGNED,cotton,119.75,57.33,86.38,1.2,6.05,607291.8292237681,3005319.2184466254,0.09596957266330719,0.1661929488182068,0.15158115327358246,0.4947718381881714,0.19470727443695068,0.13364872336387634,34.5890007019043,34.352455139160156,31.058544158935547,1.3788291215896606,0.5309647970197354,0.5093400727972253,0.4971201126434499
SAMP_0047,76.04115729631924,27.150963528607477,PARCEL_003,maize,73.75,37.88,74.87,0.81,6.48,603163.6553619168,3003583.788130081,0.06725671887397766,0.11235634982585907,0.1634806990623474,0.2794254422187805,0.22983820736408234,0.17580586671829224,53.91101837158203,22.056625366210938,24.03235626220703,1.519352912902832,0.26178174640129664,0.16508027719378754,0.4264340400328906
SAMP_0048,76.09438707738934,27.133247529026676,PARCEL_004,cotton,119.32,58.31,89.09,1.37,5.85,608455.428316051,3001666.1909942892,0.10346052050590515,0.18023847043514252,0.13722561299800873,0.5509538650512695,0.1879560351371765,0.12554726004600525,30.875822067260742,36.71538543701172,32.408790588378906,1.351824164390564,0.6011923709582562,0.647116260592808,0.507001204231053
SAMP_0049,76.04408291245471,27.17695551926584,PARCEL_001,rice,111.1,52.49,75.6,1.23,6.33,603429.6047404901,3006465.3957625995,0.08930113911628723,0.1536896526813507,0.16099461913108826,0.4447585940361023,0.2046433985233307,0.14557209610939026,40.053871154785156,30.874807357788086,29.071319580078125,1.4185736179351807,0.46844815468885337,0.40748022527515,0.48637278653800575
SAMP_0050,76.02970708241595,27.199230037556347,PARCEL_001,rice,138.45,62.67,124.05,1.54,6.12,601985.1430794734,3008921.030017961,0.10743939876556396,0.1876988708972931,0.1281425505876541,0.5807955265045166,0.1803310513496399,0.11639726907014847,26.682077407836914,39.384132385253906,33.93379211425781,1.3213242292404175,0.6384943770737991,0.7329912401724921,0.5115153174001498
SAMP_0051,76.05013265144348,27.172840464217774,PARCEL_001,rice,104.04,62.32,73.75,1.32,6.27,604032.7631955193,3006014.562637361,0.09213468432426453,0.15900252759456635,0.15740951895713806,0.46601012349128723,0.19661439955234528,0.13593728840351105,35.63792419433594,33.684959411621094,30.67711639404297,1.3864576816558838,0.4950126424027124,0.4486890130499384,0.491202210648612
SAMP_0052,76.02313677448983,27.19172769702199,PARCEL_001,rice,110.74,51.35,86.25,1.13,6.23,601341.1433710278,3008084.6464950475,0.09752397239208221,0.16910743713378906,0.1489148736000061,0.5064297914505005,0.2026042640209198,0.14312511682510376,38.932342529296875,31.58850860595703,29.479148864746094,1.410417079925537,0.545537236994126,0.5356865798950871,0.4993393998782738
SAMP_0053,76.08875139739983,27.140468040145436,PARCEL_004,cotton,125.8,61.65,98.63,1.41,6.05,607889.9509205328,3002461.1759258253,0.10643912106752396,0.18582335114479065,0.130515456199646,0.5732934474945068,0.1848021000623703,0.12176252901554108,29.141157150268555,37.81926345825195,33.039581298828125,1.3392083644866943,0.6291167800958574,0.7104486939420979,0.5104222394290958
SAMP_0054,76.02842321271316,27.19659906389063,PARCEL_001,rice,124.82,62.29,108.35,1.38,5.9,601860.368176784,3008628.545657569,0.10646800696849823,0.18587753176689148,0.13044776022434235,0.5735101103782654,0.1838253140449524,0.12059038877487183,28.603925704956055,38.16114044189453,33.23493194580078,1.3353012800216675,0.629387593570975,0.7110903191608476,0.5104541568735168
SAMP_0055,76.04891071595236,27.12386059421324,PARCEL_003,maize,117.3,55.37,91.22,1.31,6.37,603957.0300382305,3000587.9297940778,0.09630559384822845,0.16682299971580505,0.15101923048496246,0.49729201197624207,0.19182878732681274,0.1301945447921753,33.005828857421875,35.35992431640625,31.634246826171875,1.3673151731491089,0.5341150342800061,0.5149449779610251,0.4976081046842484
SAMP_0056,76.09994119391646,27.14102300545604,PARCEL_004,cotton,125.96,58.68,89.66,1.43,5.89,608998.3464101494,3002532.3145399713,0.10465710610151291,0.18248207867145538,0.13459499180316925,0.559928297996521,0.18199333548545837,0.11839201301336288,27.596338272094727,38.802330017089844,33.60133361816406,1.3279733657836914,0.6124104294846953,0.6719028523391719,0.5084064436425146
SAMP_0057,76.10380426419039,27.133375167014233,PARCEL_004,cotton,120.46,60.78,104.11,1.28,5.96,609388.6292741167,3001688.4961454477,0.10157191753387451,0.17669734358787537,0.141194686293602,0.5367893576622009,0.18570634722709656,0.12284763902425766,29.638498306274414,37.502777099609375,32.858726501464844,1.3428254127502441,0.5834866983895971,0.6096696650171082,0.5046933789283252
SAMP_0058,76.0561512820868,27.196748044520977,UNASSIGNED,cotton,112.49,56.76,81.9,1.36,6.32,604606.740923853,3008667.8865186446,0.09995409101247787,0.1736639142036438,0.1444116234779358,0.5246556997299194,0.18875965476036072,0.1265115886926651,31.31781005859375,36.434120178222656,32.248069763183594,1.3550386428833008,0.5683196041153178,0.5791213551116009,0.5026234098583808
SAMP_0059,76.08975305925892,27.196709217260494,PARCEL_002,wheat,84.59,50.83,62.24,1.0,6.35,607935.1055945846,3008692.0757299378,0.07671775668859482,0.13009579479694366,0.16851891577243805,0.3503832221031189,0.2114088535308838,0.1536906212568283,43.77486801147461,28.50690460205078,27.71822738647461,1.445635437965393,0.35047900761259826,0.25455311504229305,0.45847460462980844
SAMP_0060,76.03728688025068,27.170362836927755,PARCEL_001,rice,58.04,39.76,57.34,0.85,6.67,602762.3672078636,3005729.5211642142,0.06862232089042664,0.1149168536067009,0.1648610532283783,0.28966742753982544,0.22541095316410065,0.17049315571784973,51.47602462768555,23.606164932250977,24.91781234741211,1.5016438961029053,0.27458427709636696,0.17686310449478596,0.43192625634863946
SAMP_0061,76.06833362060921,27.13002899310209,PARCEL_004,cotton,115.58,53.67,107.61,1.24,6.23,605876.3448340785,3001287.4374727146,0.09558019042015076,0.16546285152435303,0.15222223103046417,0.49185141921043396,0.19747109711170197,0.1369653195142746,36.109100341796875,33.38511657714844,30.505783081054688,1.389884352684021,0.5273142101884478,0.5029059911360011,0.4965487320414075
SAMP_0062,76.09609275671149,27.132202601734743,PARCEL_004,cotton,122.1,55.33,99.26,1.35,6.02,608625.485842984,3001551.9149561697,0.10285210609436035,0.17909768223762512,0.1385289579629898,0.5463907718658447,0.1868467926979065,0.12421614676713943,30.265731811523438,37.10362243652344,32.630645751953125,1.3473871946334839,0.5954884873951317,0.6348345260302087,0.5062700688767073
SAMP_0063,76.06315584619034,27.18560718735256,UNASSIGNED,cotton,134.29,68.3,98.8,1.42,5.83,605311.0215392174,3007439.641297771,0.1061474084854126,0.18527638912200928,0.13119632005691528,0.5711055994033813,0.18181535601615906,0.11817844212055206,27.498449325561523,38.8646240234375,33.636924743652344,1.3272614479064941,0.6263819977660413,0.7039999470410867,0.5100983578860304
SAMP_0064,76.06818119564629,27.182459187314233,PARCEL_002,wheat,122.32,55.66,74.19,1.36,5.98,605811.812266869,3007095.157419169,0.09763897955417633,0.16932308673858643,0.14871089160442352,0.5072923898696899,0.19217462837696075,0.13060957193374634,33.196044921875,35.23887634277344,31.565078735351562,1.3686985969543457,0.5466154032941624,0.5376790938701166,0.49949981165856394
SAMP_0065,76.01765787218523,27.130375784936472,PARCEL_003,maize,77.53,42.62,71.45,0.99,6.55,600853.5359050283,3001284.1552123926,0.07337559014558792,0.12382923066616058,0.16790656745433807,0.3253169655799866,0.2253628373146057,0.17043539881706238,51.44955825805664,23.623008728027344,24.927433013916016,1.5014513731002808,0.31914616311443095,0.2207794472858687,0.44860167267987716
SAMP_0066,76.04672842385762,27.152126182762057,PARCEL_003,maize,55.23,39.92,57.57,0.67,6.58,603714.6358277103,3003717.1687830784,0.060602813959121704,0.09988027811050415,0.1532049924135208,0.22952111065387726,0.23806437849998474,0.18567726016044617,58.43540954589844,19.177465438842773,22.387123107910156,1.5522575378417969,0.19940139339520613,0.11261180598598489,0.39356492402679066
SAMP_0067,76.02182724144149,27.186088356066193,PARCEL_001,rice,92.55,50.04,69.34,1.14,6.15,601216.5178114049,3007458.9045957704,0.08136222511529922,0.13880416750907898,0.16745322942733765,0.38521671295166016,0.21330592036247253,0.1559671014547348,44.81825256347656,27.84292984008789,27.338821411132812,1.453223705291748,0.3940208555344041,0.3058958105748232,0.47023421132746823
SAMP_0068,76.04186079705393,27.133801082711155,PARCEL_003,maize,87.79,43.45,73.19,1.02,6.75,603249.1392650851,3001683.244414506,0.0758487731218338,0.12846645712852478,0.16847501695156097,0.3438658118247986,0.21814556419849396,0.161774680018425,47.48005676269531,26.149051666259766,26.370895385742188,1.4725823402404785,0.34233226208445894,0.24552843683274603,0.4560335358276356
SAMP_0069,76.04446144661706,27.166797637975694,PARCEL_005,rice,77.26,44.13,70.0,1.0,6.19,603476.4738078394,3005340.4919046853,0.07380501925945282,0.12463441491127014,0.16805332899093628,0.3285376727581024,0.22511017322540283,0.17013221979141235,51.31059646606445,23.71143913269043,24.977962493896484,1.5004407167434692,0.3231720736016675,0.2249797338166738,0.4499466392457891
SAMP_0070,76.08487980698423,27.184112594605388,PARCEL_002,wheat,82.32,43.46,44.53,1.0,6.42,607464.472665895,3007292.5120960427,0.0706501305103302,0.11871898919343948,0.16648636758327484,0.3048759698867798,0.2194778323173523,0.1633734107017517,48.212806701660156,25.682758331298828,26.10443878173828,1.477911353111267,0.29359495085306164,0.19503379943330135,0.43946930128147815
SAMP_0071,76.01785581388347,27.14543759396096,PARCEL_003,maize,98.05,63.06,83.48,1.2,6.41,600859.6328782095,3002952.73558392,0.08644817024469376,0.14834031462669373,0.16394652426242828,0.42336127161979675,0.19300734996795654,0.13160881400108337,33.65403747558594,34.94742965698242,31.398529052734375,1.372029423713684,0.4417015220574219,0.3687636098651712,0.4810568373594246
SAMP_0072,76.05345496273918,27.169060934926833,PARCEL_001,rice,90.84,43.05,61.8,1.1,6.15,604365.4296058842,3005598.6529631666,0.08452914655208588,0.14474216103553772,0.16554220020771027,0.40896865725517273,0.20801541209220886,0.1496185064315796,41.908477783203125,29.694602966308594,28.39691925048828,1.4320616722106934,0.42371080352156676,0.3441623191683798,0.47719222289225754
SAMP_0073,76.04298083674695,27.161840572026676,PARCEL_005,rice,75.83,41.29,55.06,0.91,6.63,603334.3418465846,3004790.1647364497,0.07180885970592499,0.12089161574840546,0.16719479858875275,0.3135664761066437,0.23122812807559967,0.1774737685918808,54.67547607421875,21.570152282714844,23.754371643066406,1.5249125957489014,0.3044581276032059,0.20578990572260838,0.4434831896801717
SAMP_0074,76.07224949669168,27.16811448606467,PARCEL_002,wheat,105.15,53.57,79.3,1.25,6.22,606228.4202876074,3005509.5862328764,0.08911795169115067,0.15334615111351013,0.16120432317256927,0.44338464736938477,0.20350730419158936,0.14420877397060394,39.42901611328125,31.272441864013672,29.298538208007812,1.4140292406082153,0.46673085012428994,0.40491350218371736,0.48604579651872704
